"SURVEY_YEAR","NUM_MALE_LE30","CV_NUM_MALE_LE30","CI_NUM_MALE_LE30","NUM_MALE_LE40","CV_NUM_MALE_LE40","CI_NUM_MALE_LE40","NUM_MALE_LE50","CV_NUM_MALE_LE50","CI_NUM_MALE_LE50","NUM_MALE_LE60","CV_NUM_MALE_LE60","CI_NUM_MALE_LE60","NUM_MALE_30TO40","CV_NUM_MALE_30TO40","CI_NUM_MALE_30TO40","NUM_MALE_40TO50","CV_NUM_MALE_40TO50","CI_NUM_MALE_40TO50","NUM_MALE_50TO60","CV_NUM_MALE_50TO60","CI_NUM_MALE_50TO60","NUM_MALE_30TO50","CV_NUM_MALE_30TO50","CI_NUM_MALE_30TO50","NUM_MALE_30TO60","CV_NUM_MALE_30TO60","CI_NUM_MALE_30TO60","NUM_MALE_LE103","CV_NUM_MALE_LE103","CI_NUM_MALE_LE103","NUM_FEMALE_LE30","CV_NUM_FEMALE_LE30","CI_NUM_FEMALE_LE30","NUM_FEMALE_LE40","CV_NUM_FEMALE_LE40","CI_NUM_FEMALE_LE40","NUM_FEMALE_LE50","CV_NUM_FEMALE_LE50","CI_NUM_FEMALE_LE50","NUM_FEMALE_LE60","CV_NUM_FEMALE_LE60","CI_NUM_FEMALE_LE60","NUM_FEMALE_30TO40","CV_NUM_FEMALE_30TO40","CI_NUM_FEMALE_30TO40","NUM_FEMALE_40TO50","CV_NUM_FEMALE_40TO50","CI_NUM_FEMALE_40TO50","NUM_FEMALE_50TO60","CV_NUM_FEMALE_50TO60","CI_NUM_FEMALE_50TO60","NUM_FEMALE_30TO50","CV_NUM_FEMALE_30TO50","CI_NUM_FEMALE_30TO50","NUM_FEMALE_30TO60","CV_NUM_FEMALE_30TO60","CI_NUM_FEMALE_30TO60","NUM_FEMALE_IMMATURE","CV_NUM_FEMALE_IMMATURE","CI_NUM_FEMALE_IMMATURE"
1975,487436.5576382169357508483863791826256319,0.5090885719567554872377522436330327249763,486370.8268532109281796846062275602035916,2556999.61227660493580221236390019382104,0.4013642786060239129446745425435977279837,2011525.07736347347808757520486782140653,6776414.59041948712724947712239325373949,0.3385624834880949408531383341476556944438,4496709.91563967117410671574338305677725,25870983.82156267171470361781192851649523,0.5045546811144607624704505905322938316269,25584518.9447236174738896534148850276581,2069563.05463838800005136397752101119541,0.4199289278024129933883761110469830190832,1703376.01332541846583726601628023001738,4219414.9781428821914472647584930599184,0.4862968077889895606074912191103205346241,4021700.54783154822744303120071776144647,19094569.23114318458745414068953526275586,0.6236633967119602284326896811305403223089,23340824.45467502501404223498242427518225,6288978.03278127019149862873601407111382,0.3557075218523514224979220824853468267114,4384592.11040802338560300473596553213378,25383547.26392445477895276942554933386957,0.5141985055718607324388259007724547127333,25582276.8556763920606211862634351913215,166271899.935276435180999411101821987976,0.2256489896004326108067372885582105530883,73537408.98990515347146025770273757216903,450258.5343903593342016975214139577707328,0.9999999999999999999999999999999999999989,882506.7274051042950353271419713572306353,717534.9337356545051234710132902844314852,0.7162141765256928642748262449938823587171,1007261.03572004279997125933700402276916,3735331.14883018360902563310164287365514,0.3908850137836799916376150134783760063487,2861766.5364903072550392520612789911874,19642994.36265363432437081786493832487801,0.3917949301967550301369667306784004983952,15084210.18613542111544662478628262846205,267276.3993452951709217734918763266607524,0.4768061667607024474674810079695786049421,249780.5094573685069668632640392808951957,3017796.21509452910390216208835258922367,0.4307125223619722441600078111279956068595,2547613.13476444403159331144147516020189,15907663.2138234507153451847632954512229,0.4119012312238663926572866959419527947417,12842676.68479023402138420852807752125523,3285072.61443982427482393558022891588443,0.4083344658622537793892240928351633567334,2629160.40781856626675312422085965820849,19192735.82826327499016912034352436710724,0.4005072058115427172254522612371432770836,15066184.8369753461408154880240956364397,94015700.06844102735856683844400534389632,0.2639119111269865809345669659748378344971,48631251.63876751586865288359108368248143
1976,5788263.73190940081675182742645238223914,0.9494049855202152723651473642186124542864,10770996.63137803851930346708429674337693,17298826.29829965686418446385960598353172,0.8393620922880847590113514049236517429193,28459158.91030313069810867574928435064432,26605831.0723620094987882521545376960899,0.7011130437122174139362118955223274073394,36561242.59912816304337256733023577951216,30784956.75138155819531346161559594029395,0.6223188717628774540452099546921623324015,37549796.72346594689479969778359668578962,11510562.56639025604743263643315360129263,0.7858782063571948169954029223849733926142,17729964.51712060547139171170631013750156,9307004.77406235263460378829493171255818,0.4662144804325406107268219489919481614151,8504558.37444040331025247289537055318526,4179125.67901954869652520946105824420394,0.2536608683559401233058143326872532441779,2077758.07146906497682595020077149120233,20817567.34045260868203642472808531385085,0.6358470342838457791577807383137842010108,25944105.37068483461711346563176623319501,24996693.01947215737856163418914355805481,0.5501629421533998212746076634281697758329,26954418.18436838111895468709483373154535,109174462.025726742304617143687467637133,0.2386553978628561831314902715088385353558,51067946.35557767501446790721146601697569,7906868.65566749012620026562838438348231,0.952332467306297256668062632857271856809,14758736.76161654730003024634080705466356,15838562.2768547074582972612140182493696,0.7986910153178675416168079114995650129994,24794230.07670966983572469355490324220395,33196968.70704910704074707986908784385982,0.7796209311708919480115454900301711179082,50726861.24466354805873359042239858791937,36501837.08023772833629472926743830078621,0.7223885843408759011410821394061106977743,51682280.41189907818595670988143693431871,7931693.62118721733209699558563386588725,0.6601088652529358031355582322277960260404,10262131.30059905283252213568922444083678,17358406.43019439958244981865506959449022,0.7628241807343421321781518904183003445241,25953167.84137488741082750466982411368987,3304868.37318862129554764939835045692634,0.2928486430341985262010638124932139268297,1896939.38825005683590343497180324773951,25290100.05138161691454681424070346037743,0.7292263435725404777077047243119884665507,36146726.09054335974684256736231927834867,28594968.42457023821009446363905391730386,0.6621007588658114190432614594280840573546,37108190.57555766663534429940230695619465,70822492.47788247056467503780205245419249,0.3988391081216577215422744953769962639189,55363688.28026965642100439590148453372609
1977,156946.7282933238150322486266725464646935,0.7328652495092041775796010009474318651705,225440.7742530664635934737676586899973133,1136511.74553642702700649149234232341369,0.3783803444214739601902548214046798636004,842866.0632016427052390375830567222701561,3832876.04786656278709960998061295852262,0.247275462785574850819147296460109146654,1857641.34913046093580451839821792877342,8014300.0813960136459091114780066515597,0.2491468931426078449577446173171993128478,3913606.41334503729319618332915517465051,979565.0172431032119742428656697769489996,0.3737548306967565325029436538662155159831,717589.6280652764115011807045841618394171,2696364.30233013576009311848827063510893,0.2529025200152587899595612751245044048865,1336557.96079941386593822405204626072622,4181424.03352945085880950149739369303714,0.3682896659666718747411177470932860574464,3018351.51072420745864861275065737971118,3675929.31957323897206736135394041205792,0.2449566767782571303362455057635801221547,1764869.12318106429901357980410620969717,7857353.353102689830876862851334105095,0.2510173190469437078574497491200971574142,3865770.27606068763341711563531116236415,58406084.87601857892846988778042476092588,0.1945946470880606454505686030800579619368,22276402.48951853726232224544913170380743,161558.4094772921926975863007409106794282,0.7504276886022255542363367278079839342627,237626.2914446606918567868558024219963215,1499491.65223066460093390456344438000953,0.4097450842916126101863427838380351744077,1204242.29353813333273240595469888413863,3107472.09410586521971219775038629038693,0.3357220792008639191866226420197851505391,2044764.10528409213283184324901994360235,6629441.0419107025646438529757939173481,0.2456249800676026011518687980415620543446,3191578.39460617935817171912665871165679,1337933.2427533724082363182627034693301,0.3943199815641282998813441281215940536359,1034044.67076842663453009132584686415835,1607980.44187520061877829318694191037739,0.3394895290568518233594666015415878415442,1069949.34497188709559717384511008994077,3521968.94780483734493165522540762696114,0.3400908441816382632042583294484657632381,2347667.20957530826921188609741339740146,2945913.68462857302701461144964537970749,0.3236672674323095579675212760517358388701,1868851.83149454649776893400866456063842,6467882.63243341037194626667505300666867,0.2429912200896954295126024297467140033081,3080411.83681381311295446330657583766131,14546590.81917302760635312314973888734618,0.2062077729722656932514326333486587763807,5879255.39043453318039956877377851612126
1978,726690.0523636328923156943400064145205528,0.421056509813440904130505297376873026989,599716.051242180639730140446986284497151,1644541.83486882136655583373116852714907,0.3477448049440096935013293546101397388884,1120886.52399389528720485679599551839905,3126466.42961199896684442310383288082015,0.2930744900940074950142483510397840553603,1795923.6071229547938695452511770105446,5359775.93680050648190587728324263939728,0.2592567590611356071400932222013211628449,2723533.95179077214033359871007700136063,917851.7825051884742401393911621126285195,0.4436230260275266586683919406424162776607,798073.1629914334901611410905974230713621,1481924.59474317760028858937266435367108,0.3738869846741614479122210352613214926866,1085981.74375629050175261839698683984688,2233309.50718850751506145417940975857715,0.3742499330875968679777391080981040136496,1638199.22991321803291527931983833602015,2399776.3772483660745287287638264662996,0.3335590042353332380545963362368084214901,1568915.35681358317206747894262894022657,4633085.88443687358959018294323622487674,0.2721574921249169168118238034124593219546,2471420.908811076618845389592876413738,30973548.55277218987515300901283522879966,0.1760901732246650338545477866438374475425,10690109.5588788466426608273812582359121,618563.5508053585047983191585534574293059,0.838225499568490509082095411599783378202,1016251.65312181474521264636066143372062,1489627.97363064885630720204590437568524,0.5119584703818657863750058675401343724939,1494750.21128325117063236010877170763985,2664479.43801767513041586843071538294299,0.3923176365726839049832199424140938665781,2048831.66060643035247671735849659313294,4436269.87234750605679995308820146300412,0.3002537348414907879152674949196785244154,2610732.93195675964807940533455135451643,871064.4228252903515088828873509182559291,0.4713101032060224200927413926284707618186,804661.2675209286161625537209448941351804,1174851.46438702627410866638481100725775,0.4392470763695322031321018498049952420102,1011458.13896491115152162745709244885445,1771790.4343298309263840846574860800611,0.3471608555974899192995892025270593577258,1205588.71491792906486361311484663047615,2045915.88721231662561754927216192551368,0.4041660653527885762338282002563656581592,1620703.95738762870278530238389485073103,3817706.32154214755200163392964800557478,0.3088416034738060895498900765220487382061,2310970.42219683905915368173871531583637,9775561.27321849925936383138846024186672,0.2416810770469651395760373791480204214418,4630633.62741009556363682856702822921482
1979,135398.777124792025414101016661785663081,0.5815520131582329805893027106098315029563,154333.2055755279850506994847084501051265,668901.6208115100371495248413852673772527,0.3694422194243554163288756691524010404565,484356.1787635396343097290810928877718879,1529867.66115590760621897745514568848351,0.3513513483770247453883210531184565820226,1053541.28854764534842590147952100942604,3322893.70052526994485100639311508835282,0.4187891880236802024716351782883464732178,2727520.2312746803478380297308836913371,533502.8436867180117354238247234817141717,0.4252572282950356153177838477669450405824,444676.8435637173500243851706850568783972,860966.0403443975690694526137604211062592,0.4140345221144448585549789155156326707777,698680.5396186866592071557900677842604292,1793026.03936936233863202893796939986931,0.5244432372183667011094831739605067929404,1843067.14578724220924838027393207698276,1394468.88403111558080487643848390282043,0.3660163499655121656839498143116585986111,1000380.88570415799898663770612944968885,3187494.92340047791943690537645330268974,0.4254906863535117186976499698276254384991,2658248.82930376707830558143397086689088,9990165.04137080938747754606535934539253,0.3847093033734892308949906374184501142651,7532886.48995782063156318120787094759415,43513.1089699174420657251750464703637241,0.9999999999999999999999999999999999999977,85285.693581038186448821343091081912899,330204.1478081193201471753886648684301936,0.4177308901641735263338170275194269310153,270355.4862955845038864933310762459008413,1489554.33085859828134116006383832235326,0.4161644762479162259895729647460069298921,1215003.21197138438904499441666841634365,3086556.40818810535504422968975334947008,0.4419772590018450054824560478844695342064,2673807.97244929500245254723271696778846,286691.03883820187808145021361839806647,0.4056625066846687935267318592992503329883,227947.6186999079517425011568430794891837,1159350.18305047896119398467517345392306,0.4413578448292899819856279676018223320117,1002909.06445946037059792973580652303134,1597002.07732950707370306962591502711683,0.5227051288533935561693934948760099345484,1636131.90615492806323325025347449079549,1446041.22188868083927543488879185198953,0.4217801247821415213116568328160172438395,1195426.43613632327151665802042852810222,3043043.29921818791297850451470687910636,0.4469575553956728518451309110527745814944,2665817.94020421883114639110439127812731,7708126.25182449476737555548822600147271,0.4888894231292349613813745080201254961285,7386105.93745710711142946224162886128557
1980,810029.0807036983879458032236274878252418,0.4245627717797887495029992911650596961973,674060.0557825609076175083760024518570815,1356816.29120966811445391903402630498648,0.3963134820246598739930531601175634193162,1053940.1941206934233020562646135401405,2565013.83397657828506744373736233612013,0.3614301725344451676622475204129304883114,1817063.84943209102891401634010007778744,5298906.5107828979103405404677925102748,0.3174641232928639462045197558227943263892,3297136.91131882114365012903968857942466,546787.2105059697265081158103988171612394,0.4786622757197060465353238267178469464609,512983.7646098261666040304709981828101292,1208197.54276691017061352470333603113364,0.3749307398490172848817127645360896882923,887861.1812429901714559094675997950640924,2733892.67680631962527309673043017415469,0.3299035129113264663955622231592415064405,1767764.7640818709000282242656882701538,1754984.75327287989712164051373484829488,0.3909132118003314170742513687565066461697,1344651.58406252680169024867218160403091,4488877.43007919952239473724416502244956,0.3243949037150593431377455058634579145939,2854091.16496972011760781448741857678781,30858292.451854099566989124360779220846,0.327183689757784988991013062095333045705,19788806.76868396278434062830048855376987,240318.1238050893031181278580141952765828,0.6049021139170747918335799621884001047166,284923.1245604762734255939277353550315028,472818.138833136356573024801638960487461,0.3815202014976960527522076625068747707046,353563.7563347922667906089290138944605563,1425347.59779009843994917473059641251469,0.3223993055074905113584466264796768954126,900680.9082432234022069683195939854705393,4599612.58550547010976590186500051332787,0.3242894697222983309015525379967728615024,2923547.61551189384391963412517980517617,232500.0150280470534548969436247652108787,0.4019505086563682581798746201785221731166,183168.8586341480834587116822174113352348,952529.4589569620833761499289574520272307,0.4184652531936544416223620784594119801281,781256.9431850060370757548938087083523365,3174264.98771537166981672713440410081318,0.3901810853029640382458477210336783076309,2427534.78957412771575809480465622321151,1185029.47398500913683104687258221723811,0.3514924219832031299210965552608579611114,816396.6046676452514820461007287316001956,4359294.4617003808066477740069863180513,0.3255321483395730778749651452962162070623,2781417.36306977035889266404407448364886,15562706.24352588902837757700450022230145,0.2436993585367271904225200891896297678721,7433538.19613984568370490201865985181255
1981,1667521.29710521669043850597151562238145,0.5438966717993401459154163337404230550042,1777640.19595409018275224673388756559105,4761797.58819416977565347819877825709473,0.3835695329146773155882899527222568939841,3579901.73440623433618756497935799339361,7335909.74885732910473133808984566471123,0.4198118669685376364973369936938851084934,6036215.85645776312234086908990160353454,9038067.981332885181610310337677844952,0.4170938274224014749280156746702108472861,7388655.83900246213884167187230520954893,3094276.29108895308521497222726263471326,0.4185328300172198103016152703600753538327,2538310.17741070648780135822275984959578,2574112.1606631593290778598910674076165,0.5732225857735482093796213510397343988243,2892056.8884606838607081763369291504325,1702158.23247555607687897224783218024078,0.4919451966752730404120506463852761092768,1641242.3902373402261365603788727646249,5668388.4517521124142928321183300423298,0.4623467574345953121911498735451331705674,5136691.60027269857525699273650777843195,7370546.68422766849117180436616222257057,0.453232267557967540415578227407641712086,6547516.39019535567301814922300020441127,25329342.56554667138738830724046407486833,0.3064912522307499175369743535816429912437,15215914.96534822876898902073350452750524,1423469.15634978185438110667675340673484,0.4638364298129540103328734262325853522986,1294103.42880307528102948189664181674603,4185847.75908636812985978040646079493897,0.3901204522219310355063879856854611242549,3200650.24858558391623063021160555277014,8125957.40012553651215846771593557101709,0.4559253117514760762128316364325587845491,7261466.13542564054149866451969495314651,10262449.87995701060125383699548617212076,0.4499167291860839336275599430866786656313,9049805.85151570070879895979157977588681,2762378.60273658627547867372970738820413,0.4305747173564532126830100157041969481058,2331244.35676544678585704582664528787688,3940109.64103916838229868730947477607816,0.5735285113052774468219979353773561553979,4429139.82493734007893071313974216848792,2136492.47983147408909536927955060110364,0.4859593926500593370945364242063242541199,2034967.23228463170005660953466243054994,6702488.24377575465777736103918216428232,0.4685324863977211437416575805563754443776,6155053.62453918930726546586214634470073,8838980.7236072287468727303187327653859,0.4575284582970019611786624096528797178359,7926407.03784231098484571661700163432011,16130748.24128635552066576948513623494232,0.3726321541904318175052187690423289936316,11781237.51307394602381418817056844896618
1982,1825998.73621495700610441756991283161862,0.3141030562835678900529945361732832209155,1124161.49627749893569207950451834076599,3960910.98349729021457622971690595678375,0.3131137557702946771848155409925064448446,2430822.80005671050885104666879282301521,6506618.4349824454145712566401339826074,0.2788737901055695383587747137981562059655,3556469.6737192747277472991619908207423,7377800.02056972113384572054437912651023,0.27243142328401500869715772888634941407,3939491.33820494289898093534137027849878,2134912.24728233320847181214699312516512,0.3442521601380923760946893512312751200245,1440498.37955113638600056316298096630858,2545707.45148515519999502692322802582367,0.3482643503493052202810567501945799993081,1737695.13747089150447557405228774030933,871181.5855872757192744639042451439027744,0.3467805009113452711651143011834071001758,592133.2218040031524011385762486464992393,4680619.69876748840846683907022115098876,0.2998135489987966800872951561774396853174,2750493.87866627231163609923967201971077,5551801.28435476412774130297446629489153,0.2938018758447024889952472008115811280304,3197014.07805449812926064294983089700176,22049683.65177531307711057463364772405877,0.1804275864761908446252188099938138655265,7797607.55955254999611991415486571920089,1511731.36928511217254305876440368985918,0.4221044502108151926482462363027841347182,1250692.7354571288089905485971287616219,3512019.62464292855177832068462618016329,0.3590591924386516142225827418825941897705,2471604.94329585313201867690817655628444,5962575.99625785890796303337430008039278,0.3245908870282678411959495044732308550562,3793379.74993364065987363706012676973241,6746086.45357456776420005472827565190676,0.3100597986891398497182945917210765659549,4099712.80716033317286803506337784801372,2000288.25535781637923526192022249030411,0.3587299987604577132203262782797308727475,1406424.27059553247925829516047993452341,2450556.37161493035618471268967390022952,0.3281479944975588377968361539625507166091,1576124.51114736167741422785586959472014,783510.4573167088562370213539755715139736,0.3763475451913039116655558835146585794343,577949.5849960041904466271428127089149399,4450844.62697274673541997460989639053361,0.3175876843411816572817840518674082590704,2770525.53934762362139155727741884343727,5234355.0842894555916569959638719620476,0.3035285323442015215965066841064372097862,3114001.18834546389867121485039411886139,14697910.04863297056672491501807674554964,0.250243509660125732385303212194371227931,7208990.92666793793247229289681949547047
1983,4821649.94042673213047019423974441008386,0.4072800101353737112805966060414052218705,3848972.8077481980860614463001235049644,14931688.39939088636374920495207496992732,0.2814749563663207654112149255710549253898,8237676.82776033347119251381426443100831,22568783.70704878983928514083266612244719,0.2967978657869099214130296342896827870734,13128799.00181059353333250153317193011081,27958580.60190629718852910714774181251138,0.2971040835445281170125426260970908786958,16280952.59519297578614079607272579577753,10110038.45896415423327901071233055984351,0.3207489807758884440556764065725988009674,6355857.68138286121886511483254253269904,7637095.30765790347553593588059115251987,0.3863193542222376854142980306526223064069,5782701.14568064249992634522522597525229,5389796.89485750734924396631507569006419,0.3712864230958284316951406012938775641315,3922270.48419710769269361361691220486956,17747133.76662205770881494659292171236343,0.3366066287254493763015248860881160122541,11708653.61877558435912576550027264308091,23136930.66147956505805891290799740242757,0.3311409775656915304451180889471731949334,15016708.24073945170292906170194294818291,34678542.63444862031383403825814866218523,0.2603605975751801899102949641160488991123,17696695.12334915632649992822644061161345,4268783.87223442859937464832086505884414,0.3636982144775231614679971285293447047455,3042996.18175133372074428579965411057585,14522070.34416867670816684664432759789324,0.2834199756446854043096295180112231814496,8067055.85357920129772378824138007642571,20712135.65401735044482758284225111440795,0.292357636012402532676230210135551712105,11868487.99249035045982253488052921785346,26072306.74279876710303782947964039016995,0.2878696094656270687146938467317060667227,14710632.52943833217323006785083412100144,10253286.47193424810879219832346253904908,0.3342639629684996434921998094131213498515,6717516.17233769382329409934468744735494,6190065.30984867373666073619792351651471,0.3635734705078988902016091611942475340256,4411065.31364958018150713355558752193309,5360171.088781416658210246637389275762,0.3873073558017743591125102366541306061309,4069026.03444045486103153336959835625156,16443351.78178292184545293452138605556389,0.3293524991137505978619463037434858221952,10614691.64614802819945329736476473584523,21803522.87056433850366318115877533132588,0.3182533690218115025307333283979752453606,13600527.43579838973846218694589637767334,30181302.03694452334298984110535622662095,0.2697969001172520833128673684282609538929,15959930.59289747128525214029739891284632
1984,421374.042843531801142274381931794922564,0.3220754445020355745924551769812745243485,265999.8950148825627126994419915114275607,6052720.38375381039659634293080585223824,0.6491138011584003974068985556386810682732,7700652.49786884094473692109400806016013,15234928.23717336893496675736002618927158,0.7286765291514590809248187928230456430174,21758615.87428069305203066930049914990795,17734939.79728567407968535162528816540656,0.6631714891630887587699837687666570338263,23052160.61374398919413896096210105532598,5631346.34091027859545406854887405731568,0.6969720566610959687463586523645724887013,7692786.44035054133164164392635867447004,9182207.85341955853837041442922033703333,0.7823802237285674258591864175879926177791,14080596.55597398200011211706048996719747,2500011.56011230514471859426526197613499,0.3940478518577903367981816691828535434888,1930843.40236851796139814827972125486652,14813554.19432983713382448297809439434906,0.7493082877761216842033764937741001793389,21755841.10129486897190950538783909280826,17313565.75444214227854307724335637048404,0.6792340785806988437971677722023519523411,23049529.20904310703982276137412122541074,24827486.05057154234253068642137657079398,0.5107135229245434687810080970300476447571,24852276.41784481105098562477724748950225,486300.5104602137287334821632759477867006,0.3843235379737540781421214585838504899252,366317.5960890834088014362602270642425114,2950270.07205314186810210036451220760503,0.2964964800721598481180081928152433994534,1714499.59558694819519313941292515219924,13707652.47612103609273617088792617305623,0.6910780607730226402139708335654266366357,18567193.46625856540651411230405741858788,16523526.36026720097418999721148396788285,0.653805949231779345514881438666705405612,21174232.47979641768969389150736213702529,2463969.56159292813936861820123625981833,0.3299064604647685089496102444702784178352,1593243.77444577867175522473586520909688,10757382.40406789422463407052341396545118,0.8141229571022451287534699955432847049805,17165350.66801964913479803050340558701182,2815873.88414616488145382632355779482662,0.5077814690915756330054696949969387811104,2802503.21222994806134517732332596362781,13221351.96566082236400268872465022526947,0.7159703456555186229126487800335616846409,18553548.0362994011660438041302395603951,16037225.84980698724545651504820802009609,0.6732897655772780071775865347400022936831,21163492.06453576265348634251826627897452,19492259.56286238432100687722029941165949,0.5613099933928159657627505245873682737221,21444752.1694250239858124866685354062733
